age,daily_hours,skill_count,habit_strength,openness,conscientiousness,extraversion,agreeableness,emotional_stability,field,success_probability
44,11,13,66,84,95,67,83,65,Technology,100.0
28,2,23,154,97,99,62,34,91,Technology,100.0
24,3,16,53,80,96,43,86,77,Technology,100.0
42,5,17,192,69,57,73,91,60,Technology,100.0
33,7,14,11,51,97,85,53,66,Technology,100.0
19,11,16,13,90,44,68,70,34,Creative,100.0
19,6,24,162,66,91,81,36,90,Creative,100.0
35,2,14,142,83,81,90,92,79,Creative,100.0
23,6,12,161,99,72,68,41,92,Research,100.0
29,6,4,83,67,95,58,34,33,Research,91.25
32,10,23,134,78,68,86,91,88,Creative,100.0
18,7,2,19,63,64,77,73,99,Research,100.0
34,8,21,50,58,73,68,52,42,Business,100.0
23,9,12,185,59,80,91,74,92,Creative,100.0
43,6,3,117,80,80,31,36,54,Research,84.96
38,11,10,198,94,74,97,71,95,Creative,100.0
28,10,12,102,41,94,63,49,76,Business,100.0
37,1,1,106,62,50,44,43,84,Technology,59.2
18,6,24,32,93,65,32,75,35,Creative,100.0
18,10,16,92,94,80,91,46,88,Business,100.0
35,5,14,64,78,81,77,57,35,Research,100.0
39,10,17,177,41,90,83,73,96,Technology,100.0
21,9,11,53,90,58,90,40,62,Business,100.0
34,4,18,24,41,69,33,93,94,Creative,100.0
37,10,11,68,63,63,61,75,57,Creative,100.0
29,2,6,136,59,86,51,32,30,Technology,79.09
29,3,6,124,56,80,50,74,42,Business,80.43
20,10,23,71,72,57,43,83,70,Creative,100.0
26,8,3,107,72,66,88,42,59,Technology,100.0
44,3,9,134,40,40,99,79,88,Creative,87.61
27,9,10,86,99,40,43,50,87,Creative,100.0
22,8,12,66,95,79,74,89,95,Research,100.0
32,3,9,60,69,85,37,34,68,Creative,92.4
18,10,8,112,50,60,85,86,88,Creative,100.0
22,10,7,179,52,59,63,82,75,Technology,98.45
32,4,6,80,52,56,58,31,91,Creative,80.0
40,2,24,99,91,64,91,46,68,Technology,100.0
31,10,12,70,97,83,52,46,67,Business,100.0
36,6,20,111,77,75,94,72,55,Research,100.0
39,5,9,137,99,68,93,79,81,Technology,100.0
30,7,17,191,97,49,54,47,93,Technology,100.0
41,7,11,97,44,97,68,77,49,Technology,99.57
34,3,15,162,54,98,50,76,64,Creative,100.0
28,7,12,48,48,57,69,65,57,Creative,100.0
36,10,6,181,51,41,64,30,75,Creative,95.65
42,5,7,119,55,89,43,35,90,Technology,100.0
27,6,2,48,88,66,85,43,52,Research,96.79
36,9,21,20,74,94,87,97,66,Creative,100.0
30,9,23,183,55,93,99,56,39,Research,100.0
24,11,10,106,43,65,91,37,46,Technology,95.63
34,9,8,16,76,75,84,96,37,Technology,100.0
24,1,12,101,43,91,57,87,79,Creative,100.0
27,3,5,21,94,76,33,71,83,Business,97.69
37,2,6,186,51,56,82,51,39,Creative,56.93
37,4,10,135,44,65,88,91,34,Business,69.62
38,7,10,176,61,53,57,71,91,Technology,100.0
37,6,11,151,70,83,33,51,93,Technology,100.0
43,4,4,143,54,43,35,95,65,Business,63.67
32,8,12,178,46,61,40,31,59,Creative,100.0
19,5,17,17,73,62,56,31,57,Research,99.38
31,5,10,41,71,46,51,50,51,Business,85.8
26,6,4,32,45,73,70,47,62,Technology,78.16
37,1,19,140,94,61,85,64,97,Research,100.0
32,3,21,113,40,57,42,74,91,Business,100.0
28,5,10,168,45,58,48,41,93,Research,92.78
40,3,9,143,40,81,84,78,59,Research,97.34
24,6,11,37,57,71,98,83,63,Research,100.0
32,4,20,186,74,94,97,47,53,Research,100.0
18,9,5,155,84,85,49,64,35,Research,92.68
36,7,22,94,70,81,36,66,65,Technology,100.0
43,5,17,197,88,56,85,63,59,Research,100.0
32,3,5,77,52,77,41,34,98,Technology,94.56
41,5,21,40,85,73,70,97,67,Business,100.0
31,7,14,54,57,71,31,70,49,Technology,100.0
43,11,6,10,44,93,43,54,38,Business,100.0
25,2,8,32,48,71,63,47,73,Research,76.93
38,9,23,80,84,71,61,62,72,Technology,100.0
42,11,3,41,48,80,89,30,86,Technology,100.0
27,4,5,78,43,96,90,37,36,Technology,80.4
23,10,16,63,81,75,95,60,94,Research,100.0
44,9,12,170,92,49,92,94,31,Business,96.86
37,6,5,139,80,81,69,92,54,Research,87.17
23,5,21,36,59,89,63,73,33,Creative,100.0
26,9,12,151,74,45,76,52,97,Business,100.0
18,11,9,128,97,87,92,38,73,Business,100.0
33,8,10,119,56,74,60,33,77,Business,100.0
44,9,24,55,87,79,79,36,89,Research,100.0
39,4,19,139,43,97,36,76,78,Business,100.0
28,1,5,137,94,53,61,89,89,Creative,76.51
25,1,10,138,72,75,93,66,99,Research,100.0
25,8,18,64,96,64,32,52,65,Technology,100.0
39,9,23,161,82,76,62,53,51,Creative,100.0
36,5,20,132,62,45,48,58,93,Business,100.0
18,1,6,13,85,47,47,89,74,Creative,74.18
41,5,3,118,54,43,64,65,86,Business,70.04
35,6,10,122,68,62,97,88,36,Technology,89.7
20,8,11,60,62,62,61,70,71,Research,100.0
23,9,8,87,47,50,71,72,62,Research,90.68
22,7,20,81,88,43,56,88,48,Research,100.0
20,6,16,44,50,82,59,77,98,Creative,100.0
25,11,11,123,90,49,57,65,89,Business,100.0
32,5,23,65,45,69,48,81,91,Creative,100.0
34,11,14,78,84,70,87,61,39,Technology,100.0
36,4,22,144,54,56,75,77,95,Business,100.0
21,3,3,78,87,94,57,52,59,Business,100.0
28,11,8,183,88,91,52,73,73,Research,100.0
29,11,6,12,55,71,38,70,67,Technology,89.91
29,4,21,57,82,47,56,38,59,Business,100.0
40,10,22,152,90,48,96,45,42,Business,100.0
42,4,21,133,48,61,32,65,65,Business,100.0
21,5,17,113,90,48,81,77,89,Technology,100.0
33,3,6,70,45,77,95,69,91,Creative,99.68
33,9,20,24,73,59,89,87,96,Business,100.0
22,6,8,48,78,83,73,56,45,Research,92.0
24,8,1,188,72,95,79,83,56,Technology,95.13
36,7,4,176,87,88,88,49,90,Research,100.0
26,5,23,144,70,99,90,55,83,Research,100.0
43,6,2,101,83,86,38,41,45,Research,69.23
18,5,7,12,59,44,96,67,85,Research,79.88
31,11,10,148,43,86,49,81,45,Business,100.0
30,8,13,199,59,60,93,59,65,Technology,96.64
27,11,3,150,48,56,73,74,71,Research,100.0
38,3,17,195,69,44,37,66,76,Creative,100.0
27,9,11,135,89,68,74,59,77,Research,100.0
40,7,14,40,73,67,97,62,85,Business,100.0
28,7,17,26,80,49,55,35,45,Research,100.0
36,10,4,71,59,95,93,85,52,Technology,100.0
22,1,6,54,86,43,59,89,53,Research,71.89
30,11,4,198,78,58,53,75,82,Creative,100.0
22,4,15,76,48,98,68,92,54,Technology,100.0
32,7,21,70,78,96,40,48,30,Creative,100.0
44,9,19,47,70,41,98,79,59,Research,100.0
20,5,16,154,70,41,50,81,94,Business,99.99
25,9,2,118,72,61,36,50,34,Research,90.99
29,11,17,195,63,76,74,54,56,Research,100.0
31,10,8,195,55,47,51,87,40,Technology,80.85
23,6,14,112,51,66,30,93,68,Creative,100.0
35,4,4,160,55,40,56,81,31,Creative,58.75
38,9,15,97,87,80,68,71,74,Business,100.0
43,8,11,155,78,83,35,71,81,Research,100.0
32,4,15,28,77,90,76,86,49,Creative,100.0
22,3,6,47,40,90,34,93,56,Research,87.67
37,8,19,15,48,75,94,40,78,Business,100.0
32,6,16,34,66,42,61,46,69,Creative,100.0
44,5,23,92,96,64,30,58,79,Creative,100.0
24,10,23,73,57,68,89,83,50,Technology,100.0
43,1,4,154,97,55,82,44,69,Technology,73.95
23,10,1,163,51,58,44,34,31,Research,81.38
31,9,1,86,88,99,85,67,86,Business,100.0
24,6,5,189,40,60,47,56,71,Business,80.25
43,3,18,161,84,59,36,45,87,Technology,100.0
29,8,7,195,92,48,75,36,73,Business,100.0
28,3,6,172,45,63,31,80,60,Business,78.24
31,5,10,180,84,95,81,43,88,Creative,100.0
39,4,11,110,79,43,73,35,86,Business,92.34
20,2,2,191,85,69,70,98,59,Creative,79.43
27,1,24,39,64,50,78,64,94,Technology,100.0
43,4,5,120,53,90,44,41,75,Business,99.52
25,11,23,104,65,68,33,79,54,Creative,100.0
27,6,4,36,56,46,38,88,65,Business,80.3
36,9,23,93,45,98,51,99,53,Business,100.0
35,4,20,150,95,76,81,53,46,Creative,100.0
18,5,1,39,59,63,75,31,44,Technology,75.11
18,11,3,113,45,70,34,55,44,Technology,98.54
40,6,5,166,65,45,40,49,99,Technology,100.0
22,11,20,60,60,46,87,93,35,Creative,100.0
19,1,8,46,49,55,95,85,95,Technology,98.63
33,10,17,158,67,85,41,42,39,Business,100.0
30,2,17,15,51,68,55,97,45,Technology,91.74
22,11,2,139,76,42,99,72,34,Business,88.98
31,10,24,31,64,42,45,59,72,Creative,100.0
41,6,2,192,59,90,86,80,47,Technology,91.01
34,11,1,126,99,67,98,57,42,Business,98.04
23,1,24,39,89,71,88,87,39,Creative,97.62
38,8,15,172,64,54,35,57,92,Technology,100.0
29,6,21,88,96,57,39,51,73,Creative,100.0
36,5,18,188,94,83,30,63,64,Business,100.0
25,1,5,138,54,52,58,84,74,Creative,76.39
32,8,16,193,64,66,99,44,68,Technology,100.0
29,11,4,86,89,79,68,83,52,Creative,100.0
33,3,22,195,55,87,36,74,42,Technology,99.42
37,2,24,155,61,75,82,32,91,Technology,100.0
26,8,12,183,67,95,78,72,39,Technology,100.0
18,10,10,72,78,46,90,30,55,Technology,100.0
22,3,13,36,51,69,79,88,60,Technology,100.0
18,3,20,139,81,82,50,74,49,Research,100.0
35,11,1,33,57,59,89,61,34,Business,89.08
30,4,1,155,70,83,57,71,89,Business,76.36
39,8,3,80,96,59,55,70,32,Research,90.32
38,4,1,69,62,43,85,93,37,Technology,59.94
18,9,7,120,46,98,62,70,62,Technology,100.0
39,2,18,131,48,68,57,82,75,Research,87.56
29,10,22,191,45,84,69,52,71,Business,100.0
37,10,11,158,64,99,90,83,89,Business,100.0
38,11,22,56,65,99,65,89,62,Technology,100.0
43,3,5,131,79,40,34,59,74,Technology,83.28
41,10,7,149,73,84,43,67,45,Business,100.0
20,11,11,25,77,69,70,30,67,Business,100.0
42,2,19,133,73,98,97,39,46,Creative,100.0
23,2,23,131,86,70,54,50,45,Creative,100.0
28,8,6,134,92,94,93,80,92,Creative,100.0
19,9,16,111,94,98,38,98,39,Business,100.0
24,2,20,132,43,67,64,31,70,Creative,100.0
18,11,3,176,48,79,57,53,80,Creative,100.0
26,10,24,61,45,98,41,92,65,Technology,100.0
24,10,8,52,52,74,51,95,50,Business,100.0
24,9,9,186,94,74,33,94,39,Business,100.0
34,3,21,172,43,43,40,73,89,Research,95.56
30,6,23,199,74,92,61,75,52,Business,100.0
23,7,11,123,97,95,72,44,96,Business,100.0
24,5,21,182,79,68,70,92,61,Business,100.0
28,5,14,76,91,62,89,35,42,Technology,90.63
43,8,21,165,95,45,37,87,69,Business,100.0
30,10,5,19,42,73,63,59,66,Creative,100.0
19,5,9,161,48,80,53,54,65,Creative,100.0
40,3,5,122,98,90,57,85,37,Technology,85.2
39,7,22,32,71,49,64,92,96,Creative,100.0
19,5,22,167,83,48,52,38,84,Technology,100.0
41,7,23,27,81,71,94,62,59,Technology,100.0
30,11,8,165,84,91,95,91,89,Business,100.0
25,7,7,188,74,46,41,43,63,Business,88.24
18,2,22,27,85,83,47,66,36,Creative,100.0
30,6,16,188,75,59,81,81,83,Technology,100.0
24,7,16,122,95,72,70,59,76,Creative,100.0
42,8,15,71,61,96,97,54,69,Creative,100.0
44,7,15,26,96,74,62,47,59,Research,100.0
22,7,10,165,62,73,47,76,52,Research,100.0
19,2,9,68,72,87,73,41,71,Creative,86.0
22,3,9,192,86,85,42,68,95,Research,100.0
38,4,13,65,85,48,75,73,75,Research,98.92
27,5,24,41,88,88,96,45,86,Technology,100.0
23,2,9,78,57,93,82,79,58,Business,94.3
27,7,10,198,89,55,99,73,45,Creative,87.7
39,11,1,78,88,82,75,65,95,Technology,100.0
23,11,3,150,51,57,67,35,57,Technology,100.0
29,9,13,121,92,41,78,92,99,Business,100.0
21,9,15,155,69,66,73,81,78,Research,100.0
29,1,2,165,43,73,75,43,42,Technology,59.08
43,1,22,187,42,60,80,67,55,Business,100.0
26,9,18,34,87,63,59,74,72,Creative,100.0
43,8,17,79,72,72,74,36,47,Business,100.0
32,6,11,17,44,47,34,39,44,Business,78.12
41,2,23,140,80,49,36,92,92,Creative,100.0
25,7,5,109,82,65,91,39,83,Research,93.86
23,2,13,74,75,75,79,53,56,Business,95.89
34,5,11,189,73,56,62,78,60,Business,97.86
36,9,5,167,84,95,67,58,65,Technology,100.0
41,8,13,193,97,70,40,71,32,Technology,100.0
31,3,4,169,65,40,31,99,74,Business,53.05
25,2,14,107,95,51,53,72,61,Business,97.12
34,3,15,182,74,52,38,39,94,Research,100.0
42,6,10,156,79,84,79,97,34,Technology,89.24
23,4,5,69,40,67,30,58,80,Creative,86.99
33,3,4,50,64,56,76,37,87,Technology,81.26
18,2,10,100,92,66,42,92,40,Business,88.27
34,5,12,164,89,99,96,97,76,Research,100.0
28,2,18,44,57,85,99,63,62,Creative,99.41
44,5,7,159,73,82,45,43,68,Research,95.59
29,4,1,64,45,79,42,98,53,Business,70.87
26,1,3,181,51,50,90,65,39,Business,47.79
18,5,14,45,99,56,87,51,60,Business,100.0
28,5,6,41,49,49,83,84,91,Research,95.19
40,7,18,44,42,40,46,71,88,Business,100.0
34,7,22,109,50,90,87,69,33,Creative,100.0
33,6,6,92,70,41,72,70,89,Creative,94.98
30,10,23,158,42,41,40,53,79,Creative,100.0
38,9,4,134,82,86,52,89,50,Business,100.0
43,10,13,172,71,69,93,56,60,Creative,100.0
18,6,13,137,71,93,95,61,44,Creative,100.0
41,2,1,19,79,55,75,53,43,Business,67.62
24,2,20,178,95,75,53,58,51,Research,100.0
28,8,10,15,56,77,42,35,96,Research,100.0
42,10,4,46,60,90,57,61,82,Technology,100.0
37,4,18,14,93,45,91,39,99,Business,100.0
27,5,12,65,43,52,48,99,91,Technology,99.26
20,1,19,71,74,85,35,58,48,Business,100.0
29,9,6,30,83,90,68,49,31,Technology,100.0
21,7,3,34,87,97,38,55,93,Business,96.6
41,11,13,11,40,87,92,65,92,Research,100.0
28,10,1,18,66,46,32,90,31,Creative,58.54
27,1,1,131,57,45,71,97,33,Research,26.95
38,10,20,144,44,41,96,38,52,Business,100.0
39,1,16,111,73,70,86,37,54,Technology,96.85
26,2,4,123,56,51,71,84,88,Technology,71.2
36,8,21,18,85,69,32,37,88,Business,100.0
28,5,7,71,85,68,31,86,86,Business,96.93
36,1,7,27,45,98,56,83,53,Technology,81.17
21,4,18,51,71,72,38,54,42,Research,91.12
35,10,13,142,70,70,70,75,81,Creative,100.0
44,8,12,71,68,58,53,63,89,Creative,100.0
31,3,4,146,65,52,83,30,90,Technology,91.14
40,10,21,164,97,44,63,39,95,Research,100.0
42,3,2,80,67,48,40,68,42,Research,67.16
24,5,6,194,90,99,64,40,67,Research,100.0
41,5,14,58,74,68,70,35,39,Creative,100.0
29,9,2,35,79,90,98,91,68,Creative,100.0
37,3,11,111,81,49,48,33,32,Technology,68.75
33,9,21,117,99,85,55,31,33,Creative,100.0
23,7,13,192,85,75,34,58,41,Business,100.0
19,10,16,73,42,98,89,97,50,Business,100.0
36,4,10,103,49,62,41,38,58,Business,90.83
24,8,15,132,61,71,34,87,92,Technology,100.0
37,5,1,31,90,50,87,79,99,Technology,72.39
24,11,16,146,68,62,76,65,60,Creative,100.0
40,8,7,183,97,75,97,89,43,Technology,98.83
30,3,12,121,65,87,62,66,35,Research,98.45
42,5,17,180,98,75,79,75,57,Research,100.0
39,5,4,109,74,94,97,65,87,Creative,100.0
24,2,11,14,67,52,38,86,56,Technology,90.82
35,2,21,74,84,62,63,37,77,Creative,100.0
21,2,2,126,50,91,65,60,53,Business,72.31
42,8,1,124,90,92,68,30,71,Technology,100.0
39,5,12,166,42,90,65,31,58,Technology,100.0
43,3,10,20,46,52,90,95,82,Technology,84.52
44,7,1,67,64,87,33,37,97,Creative,98.98
33,3,1,110,73,68,74,92,35,Creative,55.55
42,7,2,128,81,53,37,96,56,Business,73.74
27,11,23,18,69,96,74,35,43,Research,100.0
39,11,5,104,41,78,46,65,32,Research,98.42
23,7,17,186,94,50,57,54,36,Technology,100.0
39,9,11,171,66,89,51,96,79,Creative,100.0
42,9,2,153,97,92,70,80,50,Research,96.9
41,2,15,127,82,59,60,44,77,Business,88.35
40,10,3,54,83,47,95,90,46,Research,81.92
18,4,15,77,83,55,50,75,75,Creative,100.0
39,6,24,54,97,67,46,65,41,Business,100.0
44,8,12,199,79,68,31,54,60,Research,100.0
44,2,7,50,89,62,41,51,85,Creative,82.24
43,8,19,143,41,73,71,72,81,Research,100.0
44,3,8,85,89,84,61,74,96,Business,100.0
44,7,3,66,97,40,49,70,30,Business,88.39
27,6,7,24,58,78,87,82,75,Business,100.0
27,3,6,31,94,93,93,70,37,Technology,93.16
34,10,21,10,61,70,52,37,58,Creative,100.0
36,3,17,133,55,58,51,97,34,Technology,86.01
32,5,19,96,53,98,99,37,66,Business,100.0
25,6,10,76,52,78,93,59,33,Technology,85.43
22,4,20,102,70,84,46,70,74,Creative,100.0
37,10,10,61,99,87,52,62,54,Business,100.0
32,7,2,77,53,43,57,58,77,Technology,73.14
25,11,14,122,52,79,72,38,69,Business,100.0
29,5,14,98,93,55,80,82,81,Research,100.0
41,11,22,23,61,73,60,87,98,Research,100.0
38,3,15,124,92,96,54,64,58,Creative,100.0
40,1,16,186,95,48,32,51,43,Research,83.56
41,5,1,181,86,96,48,63,32,Research,98.43
28,10,8,11,85,84,56,82,38,Research,100.0
18,3,13,158,43,56,71,97,41,Business,73.97
30,4,16,188,46,72,77,95,62,Business,93.66
33,3,4,147,93,61,95,31,47,Creative,73.09
33,3,15,167,87,45,56,44,60,Creative,83.23
32,7,4,136,49,97,48,93,39,Technology,95.05
39,11,11,139,50,47,48,97,43,Business,90.77
30,1,20,158,59,81,85,41,37,Research,94.81
38,10,24,144,96,49,79,49,57,Business,100.0
22,1,15,82,83,93,39,87,94,Creative,100.0
37,10,11,166,41,65,88,30,60,Business,90.7
43,8,24,187,75,84,65,63,38,Creative,100.0
31,4,4,72,43,44,39,73,69,Creative,61.52
37,9,14,58,45,45,48,71,59,Business,100.0
20,1,18,168,86,59,97,39,51,Research,99.57
42,4,5,72,90,47,30,37,84,Creative,80.66
26,3,16,190,97,98,74,66,95,Creative,100.0
38,9,19,163,93,75,97,72,87,Technology,100.0
38,11,7,68,85,43,69,42,38,Business,100.0
21,11,14,114,47,72,91,74,96,Business,100.0
31,3,6,45,59,40,89,42,41,Research,73.44
20,10,21,55,58,92,33,86,67,Creative,100.0
43,2,17,138,56,64,34,77,43,Creative,85.66
20,2,24,128,89,75,62,46,99,Business,100.0
43,10,17,60,67,75,42,42,61,Technology,100.0
22,4,10,185,82,68,70,85,98,Technology,100.0
28,9,17,37,61,50,35,55,45,Research,100.0
40,4,22,190,41,52,40,41,82,Technology,100.0
29,7,17,198,49,77,68,59,63,Technology,100.0
26,7,11,19,58,98,52,86,88,Creative,100.0
39,10,2,57,45,82,46,65,53,Technology,96.79
35,10,2,190,45,48,71,68,98,Business,95.73
40,8,12,74,49,50,34,78,80,Creative,100.0
42,10,4,190,67,83,41,97,52,Creative,96.78
41,3,16,171,77,67,78,73,70,Creative,100.0
35,7,21,43,88,96,56,37,63,Business,100.0
36,4,9,149,61,90,92,69,51,Creative,100.0
43,4,3,194,97,46,68,86,94,Research,91.01
42,6,10,86,47,48,37,48,59,Technology,98.59
43,1,3,171,64,69,30,47,62,Technology,61.95
24,1,13,22,81,99,92,98,65,Research,100.0
22,9,23,179,73,70,36,36,33,Creative,100.0
41,4,7,118,47,53,59,32,31,Business,67.62
23,11,24,159,74,99,78,31,95,Technology,100.0
36,5,4,91,79,80,85,84,60,Research,84.74
21,5,9,54,64,59,37,38,47,Research,70.53
37,3,23,167,57,58,70,53,77,Business,100.0
21,7,11,112,59,74,97,31,49,Research,91.11
37,5,17,27,79,63,66,59,81,Research,100.0
41,4,24,59,67,51,49,76,47,Technology,100.0
43,10,14,129,98,46,72,76,72,Creative,100.0
37,4,4,97,40,97,82,63,98,Creative,94.87
19,2,18,33,67,85,32,39,35,Business,91.66
31,10,20,22,98,78,82,87,49,Research,100.0
27,10,19,70,52,93,63,73,47,Technology,100.0
25,7,13,35,77,40,95,56,33,Technology,91.29
36,4,3,96,41,55,57,73,47,Business,56.29
41,8,8,160,93,99,74,76,66,Creative,100.0
35,5,23,114,49,88,56,30,37,Research,100.0
19,11,20,165,88,81,66,32,38,Creative,100.0
39,9,2,32,90,56,54,56,49,Technology,96.88
33,5,24,179,97,93,61,41,59,Creative,100.0
28,5,20,148,87,86,79,30,56,Creative,100.0
24,7,22,66,50,65,32,77,35,Research,100.0
29,7,22,188,61,87,90,69,32,Business,100.0
29,8,19,161,89,59,86,79,87,Research,100.0
22,11,4,195,49,75,84,86,72,Technology,100.0
41,4,16,171,52,57,58,83,80,Research,100.0
31,10,3,146,76,85,41,40,56,Creative,99.35
37,8,5,80,83,91,41,33,69,Research,100.0
39,1,23,150,89,92,71,54,73,Technology,100.0
43,5,19,85,55,91,92,83,39,Research,100.0
40,11,8,60,44,51,71,41,53,Technology,94.25
28,10,6,88,80,79,52,52,78,Creative,100.0
29,7,5,153,94,77,69,58,46,Research,93.88
23,7,5,92,60,71,57,41,52,Creative,94.44
43,5,12,141,74,70,90,56,62,Technology,100.0
22,11,18,129,44,57,77,95,78,Business,100.0
43,3,14,195,72,46,38,98,33,Creative,82.7
37,8,13,141,91,50,44,30,94,Research,100.0
41,4,6,54,49,45,97,33,77,Technology,78.45
32,9,21,69,91,99,62,87,77,Technology,100.0
38,11,9,10,90,55,61,76,52,Research,100.0
44,7,5,64,64,96,85,58,65,Creative,92.94
24,6,18,62,60,61,68,40,59,Research,100.0
27,8,6,29,51,88,96,79,41,Business,100.0
41,6,10,156,80,53,81,51,33,Research,76.45
37,4,10,140,60,75,84,39,51,Research,99.58
29,7,13,177,98,52,80,93,42,Technology,100.0
23,4,22,160,91,50,85,48,79,Creative,100.0
20,1,14,102,45,75,82,60,51,Research,93.16
27,11,16,119,79,82,80,98,79,Technology,100.0
24,9,19,87,63,69,81,79,86,Business,100.0
30,5,12,39,88,49,73,35,56,Creative,100.0
37,5,17,189,49,90,34,93,87,Technology,100.0
38,11,19,15,81,55,74,32,69,Creative,100.0
25,7,11,102,91,42,50,82,59,Research,100.0
42,9,13,38,54,58,44,68,64,Creative,100.0
25,3,21,104,94,40,64,45,30,Business,95.54
33,6,18,166,64,84,31,93,65,Creative,100.0
26,4,23,46,81,77,81,98,99,Business,100.0
29,5,20,176,41,66,74,53,90,Research,100.0
43,1,21,125,60,96,96,30,88,Research,100.0
35,1,1,152,63,75,89,63,80,Creative,64.2
39,8,10,25,44,90,35,71,59,Technology,100.0
30,8,11,136,40,43,86,51,87,Research,100.0
44,7,7,130,47,51,53,47,44,Creative,84.23
41,3,13,178,70,60,45,52,52,Technology,97.53
35,4,12,84,44,90,61,65,69,Business,97.56
21,3,10,59,69,81,45,81,33,Business,88.3
28,8,19,51,78,46,47,32,92,Creative,100.0
26,10,6,154,54,72,88,83,42,Business,100.0
29,7,22,89,73,42,49,76,53,Research,100.0
36,2,5,27,55,49,64,54,53,Technology,77.44
38,10,11,48,73,58,57,40,78,Research,100.0
19,9,1,159,95,90,38,65,83,Creative,100.0
23,2,2,180,44,56,66,87,92,Research,65.05
20,1,24,167,81,65,67,80,67,Research,100.0
29,2,3,86,75,80,77,41,49,Research,66.9
19,11,24,192,45,58,91,78,83,Business,100.0
27,8,1,166,94,69,35,87,86,Research,96.42
26,2,12,190,61,43,89,52,90,Research,87.26
29,7,11,48,97,98,34,71,43,Research,100.0
40,9,14,184,90,65,37,56,69,Creative,100.0
21,11,6,137,83,63,57,70,47,Technology,100.0
30,6,14,138,67,98,40,69,33,Business,97.36
18,8,10,90,46,78,93,42,51,Creative,100.0
30,1,6,195,64,81,62,86,66,Business,93.8
42,2,3,39,94,42,92,52,95,Technology,78.85
21,5,1,159,49,84,53,88,79,Research,86.46
31,2,22,53,83,76,36,53,70,Business,100.0
25,4,16,186,42,84,38,55,55,Business,100.0
44,3,4,188,58,73,99,39,65,Business,80.11
36,3,18,51,85,53,83,68,84,Research,100.0
35,10,15,39,83,94,85,58,46,Technology,100.0
31,10,10,112,78,53,76,81,70,Creative,100.0
32,9,23,97,82,76,93,89,54,Research,100.0
26,9,2,37,79,73,94,53,96,Technology,100.0
34,7,10,92,63,48,44,85,46,Research,89.15
36,8,6,186,77,84,50,63,41,Research,100.0
23,1,8,175,68,70,48,84,38,Creative,73.41
43,1,11,172,52,78,74,62,98,Research,100.0
44,10,6,123,54,85,77,97,69,Technology,100.0
39,9,1,152,54,53,98,78,35,Technology,79.74
37,10,19,196,94,92,78,69,44,Business,100.0
39,4,19,13,40,80,95,64,39,Research,100.0
21,9,5,111,68,40,80,59,68,Research,84.8
29,1,9,90,94,51,31,89,54,Technology,70.96
21,6,12,108,61,72,85,50,84,Creative,100.0
21,10,23,121,88,99,52,70,87,Creative,100.0
37,3,7,198,83,40,59,46,52,Business,78.31
42,4,7,67,61,98,73,66,63,Creative,100.0
34,9,8,29,76,56,81,33,92,Technology,100.0
33,11,8,70,83,57,79,59,78,Business,100.0
38,6,15,34,61,95,93,57,62,Business,100.0
41,4,16,160,47,96,38,84,93,Research,100.0
38,10,4,147,98,64,33,59,40,Research,100.0
21,3,16,87,49,77,56,39,82,Research,100.0
24,3,18,22,47,66,89,43,73,Business,100.0
29,8,19,117,61,65,87,44,97,Business,100.0
33,2,24,44,86,70,31,88,92,Business,100.0
38,6,1,125,94,68,50,31,71,Creative,79.27
23,3,13,199,70,54,99,39,98,Technology,98.69
18,11,5,176,52,94,99,37,72,Business,100.0
26,4,14,141,63,86,50,39,75,Technology,100.0
21,1,4,162,52,78,67,59,43,Business,59.85
21,1,3,187,75,43,72,43,96,Research,77.46
41,9,17,127,43,88,47,33,46,Research,100.0
39,1,13,98,97,42,41,46,51,Research,69.38
21,5,19,127,68,53,70,86,57,Technology,100.0
33,5,4,135,74,91,44,82,75,Research,96.07
37,8,20,91,92,58,96,84,91,Business,100.0
35,11,15,119,95,60,51,37,40,Research,100.0
25,4,8,77,70,94,61,42,55,Technology,100.0
44,8,22,27,44,51,31,71,36,Research,100.0
32,6,1,185,41,56,94,65,46,Business,73.4
18,6,11,109,63,50,34,59,39,Technology,73.42
43,6,22,70,77,65,68,32,67,Business,100.0
33,9,13,98,63,95,88,92,72,Technology,100.0
38,6,15,190,84,88,65,92,30,Creative,91.58
18,3,23,170,71,62,87,55,90,Creative,100.0
23,9,3,124,60,84,74,64,81,Business,100.0
19,9,10,86,82,73,45,34,30,Creative,100.0
43,2,18,67,60,46,54,86,41,Research,87.3
32,11,22,171,93,56,63,66,87,Technology,100.0
30,5,5,80,82,62,94,68,96,Technology,99.92
20,6,22,36,68,54,65,34,96,Research,100.0
34,9,22,50,85,98,39,34,84,Business,100.0
21,11,6,135,97,42,79,55,47,Research,100.0
20,10,21,179,43,99,74,95,51,Creative,100.0
34,3,17,173,68,88,45,73,51,Business,95.15
33,6,20,81,69,77,58,31,88,Business,100.0
39,8,21,139,44,56,53,37,59,Business,100.0
25,7,3,198,70,67,56,30,70,Business,90.68
43,10,18,51,46,79,43,40,92,Business,100.0
37,5,5,64,75,97,36,53,63,Business,100.0
18,10,10,54,56,80,65,92,52,Technology,100.0
32,10,17,80,50,46,72,84,85,Research,100.0
36,3,24,130,49,87,81,30,31,Technology,100.0
35,2,24,180,45,47,72,80,75,Research,100.0
20,1,21,96,42,80,30,92,91,Technology,100.0
